NAME,INTAKE CODE,COURSE NAME,STUDY MODE,MODULE CODE,MODULE NAME
Jennifer Christen,APUMP2101DSBA(BI)(PR),MSc in Data Science and Business Analytics,Part time,AQ049-3-M-MMDA,Multivariate Methods for Data Analysis
Jennifer Christen,APUMP2101DSBA(BI)(PR),MSc in Data Science and Business Analytics,Part time,AQ050-3-M-TSF,Time Series Analysis and Forecasting
Jennifer Christen,APUMP2101DSBA(BI)(PR),MSc in Data Science and Business Analytics,Part time,BM031-3-M-BSSMMA,"Behavioural Science, Social Media and Marketing Analytics"
Jennifer Christen,APUMP2101DSBA(BI)(PR),MSc in Data Science and Business Analytics,Part time,CT046-3-M-AML,Applied Machine Learning
Jennifer Christen,APUMP2101DSBA(BI)(PR),MSc in Data Science and Business Analytics,Part time,CT047-3-M-BDAT,Big Data Analytics and Technologies
Jennifer Christen,APUMP2101DSBA(BI)(PR),MSc in Data Science and Business Analytics,Part time,CT048-3-M-BIS,Business Intelligence Systems
Jennifer Christen,APUMP2101DSBA(BI)(PR),MSc in Data Science and Business Analytics,Part time,CT050-3-M-DAP,Data Analytical Programming
Jennifer Christen,APUMP2101DSBA(BI)(PR),MSc in Data Science and Business Analytics,Part time,CT051-3-M-DM,Data Management
Steven Strange,APUMP2201DSBA(BI)(PR)-ODL,MSc in Data Science and Business Analytics,Distance Learning,AQ050-3-M-TSF,Time Series Analysis and Forecasting
Steven Strange,APUMP2201DSBA(BI)(PR)-ODL,MSc in Data Science and Business Analytics,Distance Learning,CT047-3-M-BDAT,Big Data Analytics and Technologies
Steven Strange,APUMP2201DSBA(BI)(PR)-ODL,MSc in Data Science and Business Analytics,Distance Learning,CT048-3-M-BIS,Business Intelligence Systems
Steven Strange,APUMP2201DSBA(BI)(PR)-ODL,MSc in Data Science and Business Analytics,Distance Learning,CT125-3-M-ODL-AML,Applied Machine Learning
Steve Rogers,APUMP2009DSBA(BI)(PR),MSc in Data Science and Business Analytics,Part time,CT048-3-M-BIS,Business Intelligence Systems
Steve Rogers,APUMP2009DSBA(BI)(PR),MSc in Data Science and Business Analytics,Part time,CT050-3-M-DAP,Data Analytical Programming
Fortunata Herleva,APUMP2203DSBA(DE)(PR)-ODL,MSc in Data Science and Business Analytics,Distance Learning,CT047-3-M-BDAT,Big Data Analytics and Technologies
Fortunata Herleva,APUMP2203DSBA(DE)(PR)-ODL,MSc in Data Science and Business Analytics,Distance Learning,CT048-3-M-BIS,Business Intelligence Systems
Fortunata Herleva,APUMP2203DSBA(DE)(PR)-ODL,MSc in Data Science and Business Analytics,Distance Learning,CT131-3-M-ODL-DM,Data Management
